"ADDRESSFACTORY DIRECT is a service of Deutsche Post Direkt for validating address data.","ADDRESSFACTORY DIRECT ist ein Service von Deutsche Post Direkt zur Validierung von Adressdaten."
"Address Information",Adress-Informationen
"Address corrected","Adresse korrigiert"
"Address not valid","Adresse nicht valide"
"Address validation can be performed either manually or automatically after the order was placed.","Nachdem Ihre Kunden eine Bestellung aufgegeben haben, können Sie die Versandadresse manuell oder automatisch prüfen."
"Addressfactory Direct Settings","Addressfactory Direct Einstellungen"
"Analysis failed","Analyse fehlgeschlagen"
"Analysis on Order placement","Analyse bei Bestellungsabschluß"
"Analysis result with order address id %1 does not exist.","Analyse für Bestelladresse mit id %1 existiert nicht"
"Analysis status with order id %1 does not exist.","Analyse-Status für die Bestellung mit id %1 existiert nicht."
"Analysis via Cron","Analyse via Cron"
"Are you sure you want to cancel this order?","Möchten Sie die Bestellung wirklich stornieren?"
"Authentication error.",Authentifizierungsfehler.
"Auto-Correct Address","Automatisch korrigieren"
"Automatic Address Analysis","Automatische Adress-Analyse"
"Automatically Cancel","Automatisch stornieren"
"Automatically Put on Hold","Automatisch zurückstellen"
"Automatically Update Shipping Address","Versandadresse automatisch aktualisieren"
"Automatically cancel undeliverable orders.","Unzustellbare Bestellungen automatisch stornieren"
"Automatically put on hold orders that are undeliverable, possibly deliverable, or that failed analysis.","Bestellungen automatisch zurückstellen, die unzustellbar oder eventuell zustellbar sind oder deren Analyse fehlgeschlagen ist."
"Automatically update order shipping addresses with ADDRESSFACTORY suggestions.","Versandadressen automatisch mit ADDRESSFACTORY-Vorschlägen aktualisieren."
"Automatic validation","Automatische Überprüfung"
"Automatically validate manually edited addresses","Automatisches Überprüfen manuell bearbeiteter Adressen"
"Basis for this check is the postal reference file from Deutsche Post Direkt.","Grundlage dieser Prüfung ist die Postreferenz-Datenbank von Deutsche Post Direkt."
"Bulk receiver name",Großempfängername
"Bulk recipient address",Großempfänder-Adresse
"Cancel Order","Bestellung stornieren"
City,Ort
"City addition",Ortszusatz
"Configuration Name",Konfigurationsname
"Correction Recommended","Korrektur empfohlen"
"Correction recommended","Korrektur empfohlen"
"Could not perform ADDRESSFACTORY DIRECT analysis for Order","ADDRESSFACTORY DIREKT-Analyse konnte nicht durchgeführt werden"
"Could not save analysis result.","Analyse-Ergebnis konnte nicht gespeichert werden."
"Could not delete analysis result for order address id: %1","Analyse für Bestelladresse mit Id: %1 konnte nicht gelöscht werden"
"Could not update Order address with ADDRESSFACTORY DIRECT suggestion","Bestelladresse konnte nicht mit ADDRESSFACTORY DIRECT-Vorschlag aktualisiert werden"
Country,Land
Deliverable,Zustellbar
Enabled,Aktiviert
"Enter the name of the desired synchronization configuration that you have received from Deutsche Post Direkt.","Tragen Sie hier den Name der gewünschten Abgleich-Konfiguration ein, den sie von Deutsche Post Direkt erhalten haben."
Errors,Fehler
Everything,Alles
"House address",Hausanschrift
"House number",Hausnummer
Household,Haushalt
"If you do not have an account yet or your account is not enabled for ADDRESSFACTORY DIRECT, please use the %1Deutsche Post Direkt website%2 to use our address solutions.","Wenn Sie noch keinen gültigen oder aktivierten Account haben, kontaktieren Sie bitte die %1Deutsche Post Direkt%2 um von unseren Adresslösungen zu profitieren."
"If you want to assign the API requests of this module to a specific client, enter the username of the client here.","Falls Sie die API-Anfragen dieses Moduls einem bestimmten Mandanten zuordnen möchten, tragen Sie hier den Benutzer des Mandanten ein."
"Log Level",Logging-Stufe
Logging,Logging
"Mandate Name",Mandanten-Name
"Manually Edit Address","Adresse manuell ändern"
"Manually edited","Manuell geändert"
"Module version:",Modulversion
"No Automatic Analysis","Keine automatische Analyse"
"Non-deliverable Order put on hold","Nicht-zustellbare Bestellung zurückgestellt"
"Non-deliverable Order(s) %1 were put on hold.","Nicht-zustellbare Bestellung(en) %1 zurückgestellt"
"Not checked","Nicht geprüft"
"Not found in reference","Nicht in Referenz gefunden"
"Only use the option ""Analysis on order placement"" if problems occur in connection with ""Analysis via Cron"".","Nutzen Sie die Option ""Analyse bei Bestellungsabschluss"" nur, falls im Zusammenhang mit ""Analyse via Cron"" Probleme auftreten."
"Order address updated with ADDRESSFACTORY DIRECT suggestion","Bestelladdresse mit ADDRESSFACTORY DIRECT-Vorschlag aktualisiert"
"Order(s) %1 could not be analysed with ADDRESSFACTORY DIRECT.","Bestellung(en) %1 konnten nicht mit ADDRESSFACTORY DIRECT analysiert werden"
"Order(s) %1 were successfully updated.","Bestellung(en) %1 wurden erfolgreich aktualisiert"
"Other Actions","Weitere Aktionen"
Pending,Ausstehend
"Perform Shipping Address Check","Versandadresse prüfen"
Person,Person
"Possibly deliverable","Möglicherweise zustellbar"
"Postal code",PLZ
"Service exception: %1","Schnittstellen-Fehler: %1"
"Shipping Address Check",Versandadressen-Prüfung
"Shipping Address Check Status",Versandadressen-Prüfungsstatus
"Shipping Address Deliverable","Versandadresse zustellbar"
"Shipping Address Possibly Deliverable","Versandadresse  eventuell zustellbar"
"Shipping Address Undeliverable","Versandadresse nicht zustellbar"
"Shipping Address Validation (ADDRESSFACTORY)","Versandadresse validieren (ADDRESSFACTORY)"
Street,Straße
"Suggested Shipping Address","Vorgeschlagene Versandadresse"
"The address will be checked with regards to the format of the address (zipcode, street and city) as well as the probability of a successful delivery to the person at this address.","Die Adresse wird geprüft in Bezug auf das Adressformat (Postleitzahl, Straßenname und Stadt) und die Wahrscheinlichkeit einer erfolgreichen Zustellung an den Empfänger."
"This database is unique in Germany with around 210 million current and former private addresses for validating purposes.","Diese Datenbank ist in Deutschland einzigartig, mit etwa 210 Millionen aktuellen und ehemaligen Privatadressen für Validierungszwecke."
"This module integrates ADDRESSFACTORY DIRECT services into Magento so that you can check the customer’s shipping address before fulfilling the order.","Dieses Modul integriert ADDRESSFACTORY DIRECT in Magento, damit Sie die Versandadressen Ihrer Kunden prüfen können, bevor Sie die Bestellungen absenden."
"To get started","Einfach loslegen:"
"Unable to save analysis result.","Analyse konnte nicht gespeichert werden."
"Unable to save analysis results","Analyse-Ergebnisse konnten nicht gespeichert werden"
"Unable to save analysis status.","Analyse-Status konnte nicht gespeichert werden."
Undeliverable,Unzustellbar
"Undeliverable Order canceled","Unzustellbare Bestellung storniert"
"Undeliverable Order(s) %1 were canceled.","Unzustellbare Bestellung(en) %1 storniert"
"Unhold Order","Bestellung freigeben"
"You must also have Magento general logging enabled. Attention: Logs can contain sensitive customer data! Logging should only be activated for troubleshooting purposes. The logs should be deleted regularly.","Das allgemeine Magento-Logging muss ebenfalls aktiviert sein. Achtung: Logs können sensible Kundendaten enthalten! Die Protokollierung sollte nur zur Fehlerbehebung aktiviert werden. Anfallende Logs sollten regelmäßig gelöscht werden."
"You need a valid Deutsche Post Direkt account.","Sie benötigen einen gültigen Account der Deutsche Post Direkt."
"address type changed","Anschriftentyp geändert"
ambiguous,mehrdeutig
"corrected marginally","geringfügig korrigiert"
"corrected significantly","signifikant korrigiert"
different,abweichend
incorporated,eingemeindet
"incorporated or renamed","eingemeindet oder umbenannt"
"is company address","ist Firmenadresse"
"is foreign address","ist Auslandsadresse"
"matched in Robinson list","getroffen in Robinsonliste"
"matched in fake-name list","getroffen in Fake-Namensliste"
moved,umgezogen
"not filled","nicht befüllt"
"not found","nicht gefunden"
"receiver deceased","Empfänger verstorben"
"reportedly deceased","Empfänger soll verstorben sein"
undeliverable,unzustellbar
